name,geoid,state_name,county_name,land_area (sqmtrs),population,population_density_sq_mi,median_household_income,hhs_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Ojai city,16000US0653476,California,Ventura,"11,261,716","7,534","1,732.70","$73,605","3,086",494,483,614,317,513,245,420,"7,534","6,058",18,3,146,0,0,145,"1,164","7,534",341,362,369,404,453,509,766,884,340,323,182,398,566,464,657,516,50.4,"5,865",7.70%,14.90%,30.20%,24.40%,22.70%,"1,723",1.60%,"3,746",6.40%,"3,582","$713,100","3,086",
Olancha CDP,16000US0653490,California,Inyo,"20,311,991",229,29.2,"$115,313",81,6,13,13,0,36,8,5,229,208,13,8,0,0,0,0,0,229,0,24,0,0,19,40,10,8,0,7,39,0,0,51,23,8,53,159,25.80%,34.00%,36.50%,3.80%,0.00%,73,0.00%,164,0.00%,102,"$199,400",81,
Old Fig Garden CDP,16000US0653505,California,Fresno,"4,320,201","5,850","3,507.10","$83,712","2,182",236,289,431,398,251,264,313,"5,850","3,146",107,0,224,26,106,118,"2,123","5,850",386,316,315,411,353,538,373,375,301,400,323,484,364,367,210,334,39.9,"4,151",7.50%,15.30%,32.00%,26.30%,18.90%,"1,410",2.80%,"3,046",6.70%,"2,316","$352,800","2,182",
Old Station CDP,16000US0653602,California,Shasta,"5,749,143",31,14,-$1,15,0,8,0,7,0,0,0,31,31,0,0,0,0,0,0,0,31,0,0,0,0,7,0,9,0,0,0,0,0,0,7,8,0,67.1,31,0.00%,0.00%,71.00%,29.00%,0.00%,8,0.00%,14,0.00%,57,-$1,15,
Olivehurst CDP,16000US0653714,California,Yuba,"19,321,257","13,464","1,804.80","$48,598","4,363",940,"1,283",732,501,665,162,80,"13,464","6,381",251,140,872,44,4,563,"5,209","13,464","1,217",781,954,947,743,918,742,517,942,824,"1,277","1,104",759,700,631,408,33.2,"8,687",26.10%,28.80%,36.40%,7.20%,1.50%,"3,170",10.50%,"5,916",7.80%,"4,536","$173,100","4,363",
Ontario city,16000US0653896,California,San Bernardino,"129,403,347","176,760","3,537.80","$65,046","50,621","7,791","10,280","10,828","8,584","8,496","3,148","1,494","176,760","28,167","9,013",571,"11,554",263,385,"3,139","123,668","176,760","12,709","12,549","15,527","13,076","12,014","10,313","7,887","6,025","12,209","13,601","14,880","13,463","11,812","9,916","6,574","4,205",32.4,"111,105",26.10%,26.80%,30.00%,12.50%,4.60%,"39,495",11.70%,"91,849",6.50%,"52,927","$375,000","50,621",
Onyx CDP,16000US0653910,California,Kern,"29,658,338",478,41.7,"$34,468",255,68,87,32,16,0,52,0,478,468,0,0,0,0,0,10,0,478,0,0,57,23,18,87,32,33,0,20,0,52,19,44,60,33,53.5,458,3.70%,48.30%,28.40%,7.20%,12.40%,83,41.00%,151,0.00%,408,"$58,400",255,
Orange Cove city,16000US0654008,California,Fresno,"4,640,753","10,274","5,733.90","$25,677","2,692","1,297",954,190,144,55,46,6,"10,274",352,117,17,0,29,0,0,"9,759","10,274","1,253",788,927,593,593,395,319,264,"1,220","1,069",819,570,497,418,283,266,25.1,"5,157",53.90%,24.20%,20.40%,1.60%,0.00%,"2,288",47.90%,"4,004",14.70%,"2,834","$152,300","2,692",
Orange city,16000US0653980,California,Orange,"66,474,217","139,887","5,450.30","$91,793","43,075","4,897","6,131","6,926","5,528","8,496","5,264","5,833","139,887","62,421","2,239",313,"16,452",558,133,"3,322","54,449","139,887","8,328","9,246","11,883","9,370","8,566","9,272","7,115","6,624","7,962","9,259","12,078","10,649","9,321","9,078","6,396","4,740",35.2,"93,161",14.20%,18.20%,30.00%,25.60%,12.10%,"31,520",6.80%,"73,797",4.40%,"44,664","$656,100","43,075",
Orangevale CDP,16000US0654092,California,Sacramento,"29,698,782","34,824","3,037.00","$81,801","13,267","1,509","2,237","2,327","2,256","2,802","1,309",827,"34,824","26,670",592,155,"1,022",23,87,"2,185","4,090","34,824","2,001","2,095","2,174","2,258","1,811","2,693","2,518","2,102","2,101","1,838","2,070","2,401","2,279","2,625","2,117","1,741",41.4,"24,697",6.30%,22.40%,40.10%,22.80%,8.40%,"9,046",4.30%,"17,928",5.40%,"13,797","$372,500","13,267",
Orcutt CDP,16000US0654120,California,Santa Barbara,"28,819,152","31,118","2,796.60","$91,343","10,910",889,"1,784","1,596","1,736","2,533","1,197","1,175","31,118","20,036",392,200,"1,007",54,33,"1,032","8,364","31,118","1,989","1,788","2,043","1,824","1,521","2,347","1,974","2,195","2,082","1,867","2,148","1,859","1,550","2,209","2,064","1,658",39.9,"21,016",5.80%,21.00%,43.40%,19.30%,10.50%,"8,199",3.90%,"15,888",6.60%,"11,297","$422,600","10,910",
Orick CDP,16000US0654218,California,Humboldt,"12,290,818",389,82,"$37,031",149,55,42,13,22,7,5,5,389,283,0,43,0,0,0,46,17,389,12,38,24,36,29,32,40,9,22,17,27,23,17,26,14,23,39.6,270,17.40%,30.40%,44.40%,7.00%,0.70%,94,26.60%,162,1.20%,218,-$1,149,
Orinda city,16000US0654232,California,Contra Costa,"33,288,050","19,646","1,528.60","$223,217","7,167",411,440,347,315,947,735,"3,972","19,646","14,139",229,0,"3,152",61,17,"1,005","1,043","19,646",966,"1,580",642,799,"1,605","1,704","1,361","1,692",839,"1,477",429,568,"1,414","1,711","1,470","1,389",48.7,"14,230",1.60%,2.50%,13.30%,40.00%,42.50%,"5,679",1.90%,"9,658",3.80%,"7,508","$1,464,400","7,167",
Orland city,16000US0654274,California,Glenn,"7,717,698","7,622","2,557.90","$44,046","2,552",851,526,586,221,312,43,13,"7,622","3,516",0,42,132,0,0,50,"3,882","7,622",496,699,732,566,362,300,459,260,726,654,669,465,292,264,446,232,28.1,"4,384",29.50%,28.50%,31.90%,7.50%,2.50%,"2,130",25.60%,"3,222",5.80%,"2,656","$208,200","2,552",
Orosi CDP,16000US0654372,California,Tulare,"6,334,280","8,300","3,393.70","$40,667","2,150",651,695,370,246,88,55,45,"8,300",270,0,248,669,0,0,129,"6,984","8,300",732,509,592,616,352,407,338,388,703,904,819,706,377,331,293,233,29.4,"4,738",37.60%,26.30%,28.50%,7.60%,0.00%,"1,901",24.50%,"3,477",20.20%,"2,214","$150,700","2,150",
Oroville East CDP,16000US0654388,California,Butte,"55,935,093","7,771",359.8,"$55,054","2,953",519,807,483,365,510,172,97,"7,771","5,965",36,160,535,14,47,409,605,"7,771",358,410,419,412,304,628,677,773,468,424,402,464,241,503,564,724,49.7,"5,624",11.30%,27.60%,42.70%,11.80%,6.50%,"2,009",6.10%,"3,131",5.60%,"3,263","$264,200","2,953",
Oroville city,16000US0654386,California,Butte,"35,830,575","19,393","1,401.80","$34,428","6,426","2,071","2,025","1,168",448,449,185,80,"19,393","12,445",801,265,"1,674",89,8,"1,465","2,646","19,393","1,405","1,194","1,300","1,336",814,989,"1,134","1,213","1,632","1,057","1,743","1,496",995,"1,265",906,914,34,"12,752",13.90%,30.50%,42.40%,10.20%,3.00%,"3,917",18.10%,"6,863",8.70%,"7,174","$183,600","6,426",
Oxnard city,16000US0654652,California,Ventura,"68,706,153","208,154","7,846.70","$72,843","51,424","6,505","10,674","9,375","7,633","9,540","4,616","3,081","208,154","30,149","5,081",337,"14,739",598,277,"3,761","153,212","208,154","14,713","15,991","16,329","14,037","13,786","11,652","8,759","7,640","15,872","16,026","17,164","16,001","13,629","12,585","7,832","6,138",32.3,"129,351",29.90%,24.70%,27.40%,13.10%,4.90%,"41,512",11.30%,"106,684",5.70%,"55,222","$453,900","51,424",
Pacheco CDP,16000US0654764,California,Contra Costa,"1,919,172","4,361","5,885.30","$72,383","1,692",244,241,423,235,378,66,105,"4,361","2,057",117,32,913,0,23,247,972,"4,361",180,198,230,444,261,308,350,287,264,224,202,281,324,397,249,162,45.8,"3,322",15.60%,19.70%,35.50%,20.40%,8.80%,"1,174",2.60%,"2,473",5.40%,"1,692","$165,300","1,692",
Pacific Grove city,16000US0654848,California,Monterey,"7,403,609","15,522","5,430.00","$88,250","6,839",820,951,"1,100","1,057","1,294",767,850,"15,522","12,275",143,25,852,0,0,705,"1,522","15,522",829,688,604,988,969,"1,196","1,513","1,713",815,802,560,731,952,"1,006","1,128","1,028",48.9,"11,768",3.40%,12.90%,29.40%,28.20%,26.10%,"3,933",2.90%,"7,428",3.90%,"8,347","$857,900","6,839",
Pacifica city,16000US0654806,California,San Mateo,"32,793,196","38,984","3,078.90","$125,500","13,750",983,"1,291","1,635","1,497","2,744","2,549","3,051","38,984","20,257",895,60,"7,707",762,85,"1,909","7,309","38,984","1,940","1,843","2,393","2,451","2,387","3,233","2,745","2,314","2,293","2,216","2,457","2,691","2,810","2,770","2,649","1,792",42.5,"28,717",4.50%,17.50%,32.30%,28.10%,17.60%,"9,653",2.10%,"22,376",3.20%,"14,224","$882,800","13,750",
Pajaro CDP,16000US0655044,California,Monterey,"2,400,621","3,620","3,905.60","$53,625",648,88,179,242,26,101,0,12,"3,620",92,20,127,0,37,0,11,"3,333","3,620",485,398,256,288,241,114,103,58,251,263,289,268,268,189,113,36,26.4,"1,914",47.00%,30.50%,17.70%,4.90%,0.00%,592,7.90%,"1,671",23.80%,669,"$265,000",648,
Pajaro Dunes CDP,16000US0655048,California,Santa Cruz,"6,640,875",284,110.8,-$1,165,27,21,42,0,21,13,41,284,284,0,0,0,0,0,0,0,284,0,0,0,0,0,26,84,34,0,0,0,0,8,40,41,51,65.6,284,0.00%,39.40%,11.30%,15.80%,33.50%,119,0.00%,89,0.00%,546,"$740,200",165,
Pala CDP,16000US0655058,California,San Diego,"10,816,109","1,005",240.7,"$93,194",295,46,52,38,20,68,33,38,"1,005",40,34,444,65,20,0,27,375,"1,005",74,124,55,92,59,43,51,39,95,85,60,65,46,72,25,20,31.5,555,27.90%,32.80%,31.00%,3.40%,4.90%,217,10.60%,303,17.50%,351,"$301,500",295,
Palermo CDP,16000US0655086,California,Butte,"75,529,067","5,395",185,"$42,227","1,938",528,647,293,138,222,97,13,"5,395","3,151",75,184,216,0,0,264,"1,505","5,395",367,330,245,301,234,300,314,385,359,545,361,302,339,281,316,416,38,"3,443",26.70%,29.20%,35.60%,5.10%,3.40%,"1,372",18.30%,"2,158",11.30%,"2,126","$215,300","1,938",
Palm Desert city,16000US0655184,California,Riverside,"69,439,592","52,575","1,961.00","$59,977","24,396","5,056","5,428","4,238","2,579","3,121","1,792","2,182","52,575","34,690","1,482",121,"2,607",59,130,"1,113","12,373","52,575","1,965","1,839","2,761","2,163","2,550","3,692","4,484","7,827","1,941","2,549","2,860","2,454","2,529","2,659","3,960","6,342",54.5,"41,602",7.70%,20.00%,35.50%,22.50%,14.40%,"13,735",9.00%,"22,774",5.20%,"39,751","$350,400","24,396",
Palm Springs city,16000US0655254,California,Riverside,"244,869,401","47,897",506.6,"$53,441","24,136","5,991","5,404","3,768","2,379","2,975","1,412","2,207","47,897","29,264","2,050",312,"2,277",110,69,971,"12,844","47,897","1,205","1,439","1,979","1,707","2,150","2,874","3,507","4,832","1,883","1,916","2,028","1,942","3,150","5,921","5,538","5,826",55.4,"39,529",9.20%,18.90%,32.00%,22.70%,17.20%,"10,174",11.60%,"21,672",8.60%,"38,421","$389,800","24,136",
Palmdale city,16000US0655156,California,Los Angeles,"274,736,244","156,293","1,473.40","$62,865","43,404","7,776","9,697","7,813","6,606","6,937","2,555","2,020","156,293","31,302","19,772",788,"7,189",231,215,"2,419","94,377","156,293","12,093","13,170","11,295","9,398","11,001","10,424","7,152","5,319","12,689","13,459","11,561","8,935","9,918","9,992","6,192","3,695",32,"92,876",25.40%,26.50%,32.60%,10.90%,4.60%,"34,639",13.60%,"68,496",8.00%,"46,462","$280,000","43,404",
Palo Alto city,16000US0655282,California,Santa Clara,"61,779,777","66,573","2,790.90","$158,271","26,161","2,813","1,949","2,193","2,023","3,466","2,982","10,735","66,573","36,579","1,171",134,"21,562",57,287,"3,088","3,695","66,573","3,212","4,535","3,509","4,085","5,082","4,608","3,525","5,714","3,879","4,622","3,481","4,077","4,628","4,256","3,380","3,980",41.8,"47,281",2.60%,3.50%,11.00%,29.10%,53.70%,"17,389",4.30%,"33,036",3.20%,"28,050","$2,000,001","26,161",
Palo Cedro CDP,16000US0655296,California,Shasta,"9,527,967","1,143",310.7,"$74,931",385,20,81,92,80,68,26,18,"1,143","1,054",15,38,6,0,0,17,13,"1,143",74,89,10,60,47,86,87,101,51,118,3,94,70,80,76,97,47.5,801,2.00%,16.60%,54.10%,17.60%,9.70%,307,4.20%,383,0.00%,427,"$368,300",385,
Palo Verde CDP,16000US0655422,California,Imperial,"1,529,205",65,110.1,"$28,029",55,22,26,0,0,7,0,0,65,65,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,7,0,0,0,0,0,10,26,22,69.9,65,0.00%,44.60%,55.40%,0.00%,0.00%,0,0.00%,36,0.00%,175,-$1,55,
Palos Verdes Estates city,16000US0655380,California,Los Angeles,"12,364,626","13,434","2,814.00","$194,543","4,909",371,325,316,344,715,459,"2,379","13,434","8,782",51,2,"3,083",0,30,441,"1,045","13,434",655,"1,046",378,365,784,"1,238","1,188","1,314",485,953,429,445,666,"1,039","1,029","1,420",52.2,"9,799",0.70%,4.90%,16.50%,43.10%,34.70%,"4,070",5.30%,"5,730",2.30%,"5,499","$2,000,000","4,909",
Panorama Heights CDP,16000US0655506,California,Tulare,"1,230,480",49,103.1,"$25,833",38,18,11,5,0,0,0,4,49,49,0,0,0,0,0,0,0,49,0,0,0,0,0,5,0,17,0,0,0,0,0,0,10,17,70.9,49,22.40%,16.30%,51.00%,6.10%,4.10%,11,0.00%,0,0.00%,207,"$63,300",38,
Paradise CDP,16000US0655528,California,Mono,"11,271,636",172,39.5,"$93,000",64,16,4,8,11,17,8,0,172,102,0,21,0,0,0,15,34,172,0,9,4,0,13,10,19,4,14,16,27,0,7,9,18,22,48,108,7.40%,25.00%,29.60%,18.50%,19.40%,33,0.00%,82,0.00%,109,"$430,000",64,
Paradise Park CDP,16000US0655604,California,Santa Cruz,"720,542",550,"1,977.00","$81,420",241,11,30,67,62,10,40,21,550,474,0,19,0,0,0,46,11,550,46,0,29,40,0,11,50,77,61,11,37,50,0,35,61,42,50.1,397,0.00%,12.60%,34.30%,40.30%,12.80%,122,0.00%,262,4.60%,550,"$343,600",241,
Paradise town,16000US0655520,California,Butte,"47,439,330","22,135","1,208.50","$51,566","9,408","2,466","2,119","1,742","1,259","1,187",335,300,"22,135","18,868",81,129,232,1,29,"1,052","1,743","22,135","1,283",905,"1,150","1,353",858,"1,737","2,022","2,424","1,097","1,064","1,103","1,290","1,020","1,539","1,594","1,696",49.7,"16,545",8.10%,25.90%,44.80%,13.70%,7.50%,"5,543",7.10%,"8,877",7.40%,"10,680","$223,400","9,408",
Paramount city,16000US0655618,California,Los Angeles,"12,248,374","54,513","11,527.10","$55,670","14,207","2,633","3,615","3,090","2,491","1,695",497,186,"54,513","3,004","4,804",27,"1,555",370,134,475,"44,144","54,513","3,587","4,446","4,439","3,793","4,013","2,965","1,892","1,887","4,171","5,295","4,352","3,698","3,844","3,177","1,788","1,166",30.9,"32,243",35.20%,27.40%,26.10%,7.60%,3.70%,"11,654",14.30%,"26,265",5.30%,"14,801","$343,800","14,207",
Parklawn CDP,16000US0655728,California,Stanislaus,"430,424","1,040","6,258.00",-$1,236,42,81,46,60,0,7,0,"1,040",57,0,5,0,0,0,0,978,"1,040",136,70,162,8,99,29,45,50,91,48,14,80,22,95,54,37,28,645,67.10%,22.30%,5.70%,4.80%,0.00%,217,29.50%,394,0.00%,268,"$155,900",236,
Parksdale CDP,16000US0655751,California,Madera,"4,500,367","2,451","1,410.60","$52,991",513,162,86,106,131,28,0,0,"2,451",273,82,0,0,0,0,10,"2,086","2,451",262,165,263,79,190,98,107,61,151,107,455,128,127,142,81,35,27.2,"1,455",42.50%,28.00%,23.50%,4.00%,2.00%,445,14.40%,"1,278",15.30%,610,"$218,500",513,
Parkway CDP,16000US0655800,California,Sacramento,"6,225,142","15,818","6,581.10","$44,097","4,921","1,262","1,477","1,063",413,456,145,105,"15,818","2,608","2,574",73,"2,648",296,206,823,"6,590","15,818","1,464","1,355","1,210","1,178","1,055",867,668,486,"1,333","1,037","1,205",881,982,759,949,389,30.8,"9,516",23.60%,32.70%,33.90%,6.50%,3.30%,"3,585",23.70%,"6,901",13.10%,"5,297","$233,900","4,921",
Parkwood CDP,16000US0655842,California,Madera,"1,809,938","2,183","3,123.80",-$1,549,110,169,12,108,150,0,0,"2,183",202,18,0,0,0,0,0,"1,963","2,183",267,224,105,203,114,30,102,84,281,165,162,163,133,92,43,15,23.3,"1,079",41.50%,19.20%,29.20%,8.20%,1.90%,434,14.70%,"1,029",11.10%,549,"$169,000",549,
Parlier city,16000US0655856,California,Fresno,"6,238,388","15,312","6,357.10","$34,905","3,901","1,450","1,111",817,218,258,47,0,"15,312",102,0,0,19,0,0,37,"15,154","15,312","1,193","1,183","1,231","1,086",978,820,505,426,"1,690","1,532","1,168",831,928,801,581,359,28.9,"8,636",54.10%,26.10%,15.70%,3.10%,1.00%,"3,292",32.40%,"6,930",6.70%,"4,158","$161,600","3,901",
Pasadena city,16000US0656000,California,Los Angeles,"59,462,870","141,258","6,152.70","$83,068","55,224","10,193","7,036","7,779","7,008","9,293","5,745","8,170","141,258","50,671","11,758",192,"23,822",245,505,"4,741","49,324","141,258","7,703","6,176","11,032","11,969","9,887","9,433","8,263","9,454","8,232","6,573","10,474","11,272","9,664","8,350","6,474","6,302",38.6,"104,515",11.70%,14.10%,21.90%,28.30%,24.00%,"31,241",8.80%,"77,591",4.20%,"61,572","$785,700","55,224",
Pasatiempo CDP,16000US0656028,California,Santa Cruz,"2,289,791","1,206","1,364.10",-$1,397,0,27,57,88,42,57,126,"1,206",991,43,0,46,0,0,115,11,"1,206",45,16,0,88,123,75,71,93,113,24,69,76,152,115,69,77,47.6,939,1.60%,7.50%,36.80%,34.60%,19.50%,244,0.00%,723,7.90%,412,"$1,124,100",397,
Paskenta CDP,16000US0656042,California,Tehama,"2,799,215",102,94.4,"$43,000",42,14,20,6,0,1,1,0,102,77,5,0,0,0,0,0,20,102,6,2,16,3,2,7,15,5,2,11,9,6,5,4,6,3,35.3,64,15.60%,42.20%,42.20%,0.00%,0.00%,22,0.00%,48,2.10%,58,-$1,42,
Patterson Tract CDP,16000US0656120,California,Tulare,"3,744,512","2,085","1,442.10","$48,648",631,120,222,85,89,82,14,19,"2,085",266,0,0,0,0,0,18,"1,801","2,085",330,147,209,161,61,135,102,48,178,132,79,189,57,83,50,124,29.5,"1,266",24.10%,26.30%,35.70%,10.60%,3.30%,576,28.50%,890,6.50%,687,"$317,200",631,
Patterson city,16000US0656112,California,Stanislaus,"20,192,125","22,066","2,830.30","$69,233","5,958",754,"1,366","1,138",941,932,523,304,"22,066","4,540","1,348",0,"1,459",445,6,392,"13,876","22,066","1,729","1,942","1,364","1,422","1,759",989,756,626,"2,151","1,525","1,786","1,478","1,616","1,640",761,522,31.1,"13,118",26.40%,37.70%,25.60%,7.60%,2.80%,"5,041",11.10%,"10,439",8.90%,"6,354","$306,900","5,958",
Patton Village CDP,16000US0656140,California,Lassen,"8,602,812",630,189.7,"$48,996",275,40,122,104,0,9,0,0,630,460,78,56,0,0,0,12,24,630,31,54,45,54,35,42,34,27,28,8,67,89,45,11,0,60,35.8,417,16.50%,21.10%,39.60%,20.60%,2.20%,183,19.10%,342,38.00%,412,-$1,275,
Paxton CDP,16000US0656182,California,Plumas,"863,831",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Paynes Creek CDP,16000US0656196,California,Tehama,"8,881,033",78,22.7,-$1,50,27,15,8,0,0,0,0,78,67,0,0,0,0,0,11,0,78,0,0,0,0,0,50,0,20,0,0,0,0,0,0,0,8,58.6,78,14.10%,56.40%,29.50%,0.00%,0.00%,8,0.00%,0,0.00%,50,"$209,700",50,
Pearsonville CDP,16000US0656294,California,Inyo,"10,723,918",7,1.7,-$1,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-1,7,0.00%,0.00%,100.00%,0.00%,0.00%,0,0.00%,0,0.00%,22,-$1,7,
Penn Valley CDP,16000US0656518,California,Nevada,"5,494,646","1,341",632.1,"$42,904",563,96,298,102,13,12,0,42,"1,341","1,158",0,0,10,0,0,12,161,"1,341",65,81,92,23,45,114,140,96,46,72,118,123,38,94,75,119,44.6,954,2.40%,24.90%,49.80%,20.60%,2.20%,316,21.20%,436,1.10%,679,"$315,200",563,
Penngrove CDP,16000US0656476,California,Sonoma,"10,422,772","2,808",697.8,"$92,843","1,133",52,147,184,393,167,144,46,"2,808","1,819",0,0,132,0,0,78,779,"2,808",115,172,83,128,178,133,420,149,123,276,135,103,77,321,307,88,50.4,"2,038",13.20%,12.00%,37.50%,24.80%,12.50%,833,3.60%,"1,334",1.90%,"1,250","$791,700","1,133",
Penryn CDP,16000US0656546,California,Placer,"4,749,967",818,446,"$61,905",352,42,67,91,49,55,29,19,818,608,0,16,0,0,0,4,190,818,42,19,44,36,51,54,97,61,23,54,91,46,54,76,6,64,47.8,653,13.60%,23.40%,36.40%,20.20%,6.30%,240,9.20%,403,10.70%,453,"$540,900",352,
Perris city,16000US0656700,California,Riverside,"81,742,538","77,290","2,448.90","$63,829","17,142","2,581","3,905","3,619","2,752","2,851",982,452,"77,290","6,715","7,429",60,"2,659",18,116,910,"59,383","77,290","6,576","7,080","5,561","5,541","5,358","3,898","2,284","1,595","6,607","7,327","7,565","5,261","4,770","4,473","2,095","1,299",28.3,"42,785",33.50%,31.00%,26.20%,6.50%,2.60%,"14,848",14.70%,"35,301",7.40%,"17,975","$281,600","17,142",
Pescadero CDP,16000US0656756,California,San Mateo,"10,426,487",219,54.4,"$120,139",73,0,12,0,24,9,14,14,219,154,0,0,0,0,47,18,0,219,12,30,0,12,26,14,28,10,13,31,0,11,0,11,21,0,40,133,0.00%,34.60%,23.30%,9.00%,33.10%,59,0.00%,83,0.00%,96,-$1,73,
Petaluma city,16000US0656784,California,Sonoma,"37,335,026","60,767","4,215.50","$91,528","22,655","2,720","3,133","3,286","3,128","4,417","2,718","3,253","60,767","41,357",646,72,"2,688",26,490,"2,183","13,305","60,767","2,890","3,848","2,991","4,059","4,045","4,760","4,228","3,882","3,610","4,033","3,708","3,943","3,974","4,283","3,441","3,072",41.7,"43,422",9.60%,16.40%,33.60%,26.20%,14.20%,"15,367",4.40%,"32,565",4.00%,"23,291","$633,900","22,655",
Peters CDP,16000US0656798,California,San Joaquin,"6,545,829",623,246.5,"$107,321",212,20,11,32,9,110,16,14,623,212,48,0,23,0,0,71,269,623,6,65,56,18,41,66,59,61,14,37,15,0,37,44,74,30,55.5,461,13.40%,31.70%,43.40%,10.40%,1.10%,173,6.40%,271,9.20%,212,"$463,500",212,
Phelan CDP,16000US0656826,California,San Bernardino,"155,638,107","15,987",266,"$59,375","4,463",735,"1,008","1,118",407,834,288,73,"15,987","8,442",215,11,351,233,0,284,"6,451","15,987","1,247",989,875,"1,204",973,964,"1,161",672,"1,596","1,149","1,073",474,"1,279","1,203",721,407,35.9,"9,842",16.00%,33.20%,38.60%,7.80%,4.30%,"3,694",14.40%,"6,521",11.90%,"4,983","$237,800","4,463",
Phillipsville CDP,16000US0656854,California,Humboldt,"1,850,731",70,98,"$2,499",49,35,0,0,14,0,0,0,70,70,0,0,0,0,0,0,0,70,0,0,0,0,0,21,14,14,0,0,21,0,0,0,0,0,53.7,49,28.60%,28.60%,0.00%,42.90%,0.00%,14,0.00%,21,0.00%,72,-$1,49,
Philo CDP,16000US0656868,California,Mendocino,"5,304,388",175,85.4,"$38,523",79,17,53,0,0,0,9,0,175,84,0,0,0,0,0,33,58,175,11,18,11,10,0,21,6,22,11,16,9,0,0,13,19,8,54.1,108,0.00%,28.70%,63.90%,7.40%,0.00%,39,15.40%,78,0.00%,95,"$384,200",79,
Phoenix Lake CDP,16000US0656870,California,Tuolumne,"28,513,491","4,511",409.8,"$71,397","1,867",347,381,374,228,202,109,226,"4,511","4,014",39,25,12,8,0,170,243,"4,511",212,232,262,200,153,332,448,509,192,284,241,185,110,388,360,403,51.6,"3,295",7.80%,22.30%,47.30%,13.40%,9.30%,"1,386",7.60%,"1,982",6.30%,"2,044","$346,100","1,867",
Pico Rivera city,16000US0656924,California,Los Angeles,"21,483,582","63,001","7,595.20","$67,636","16,852","2,840","3,065","3,536","2,441","2,981","1,282",707,"63,001","3,328",487,57,"1,666",52,87,199,"57,125","63,001","3,468","4,920","5,130","4,209","4,182","3,798","3,330","3,887","3,257","4,266","4,846","3,876","4,102","4,205","3,000","2,525",37.1,"42,335",29.20%,31.40%,26.50%,9.30%,3.60%,"13,391",7.60%,"31,540",5.10%,"17,377","$440,600","16,852",
Piedmont city,16000US0656938,California,Alameda,"4,401,957","11,317","6,658.60","$224,659","3,838",125,155,204,137,483,546,"2,188","11,317","8,025",155,4,"2,020",7,10,626,470,"11,317",477,992,407,372,869,955,799,843,638,961,371,225,968,907,761,772,47.4,"7,927",0.60%,4.90%,11.00%,37.80%,45.70%,"3,154",1.30%,"5,651",3.90%,"3,937","$2,000,001","3,838",
Pierpoint CDP,16000US0657011,California,Tulare,"1,056,403",39,95.6,-$1,18,0,0,18,0,0,0,0,39,18,0,21,0,0,0,0,0,39,0,0,0,0,0,0,18,0,0,0,0,0,0,0,21,0,-1,39,0.00%,0.00%,53.80%,46.20%,0.00%,18,0.00%,21,100.00%,118,-$1,18,
